Date,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
2020-06-04,-0.020102755002349704,-0.02522067077880008,0.008837730697575763,0.024746029906188793,0.02218781261610503
2020-06-05,0.031596201009366665,0.026879384910408533,-0.0059343349364366915,0.0012027531668987734,-0.020702195830247128
2020-06-08,-0.016886724807119613,0.00727882665002344,0.02458956378405941,-0.00771320738706105,0.011473116125029437
2020-06-09,-0.028152435333043013,-0.031267358607654616,-0.004508565850313562,-0.020611697897013337,0.00014495879767029152
2020-06-10,0.0046085468826140286,0.012767071376481143,-0.0024386915671075204,0.02276947241029026,0.01771179026042935
2020-06-11,-0.023441127279736573,-0.03328596130418959,-0.016623490497630566,-0.021912688198817754,-0.01949026489770722
2020-06-12,0.01460876190946303,0.008644580690032377,-0.01690479233177422,0.03323146527896115,-0.0136142616467817
2020-06-15,-0.033477507727094236,-0.03805915744747901,-0.00650220094688847,0.016207206178860734,-0.004707177676462226
2020-06-16,0.04269101391116226,0.035789831647131454,0.019852998085673423,0.0019509422475405547,0.007832928342708767
2020-06-17,-0.011257986542851484,-0.0029159363435155017,0.0034939426390947492,-0.0014527027110450286,0.0009775455468294947
2020-06-18,0.04156239400677619,0.029390230323736555,0.014566833339651586,0.025102976318537973,-0.004736631314959383
2020-06-19,0.013137769199222271,0.03352266591566977,-0.01169627210280011,0.06250379443814769,0.003189125401035664
2020-06-22,-0.004451472008621615,0.0103078577953708,-0.002622023278775254,-0.007530995378884575,-0.008143257674423587
2020-06-23,0.013171243344680006,0.023398163200614386,0.024086892522422243,-0.014460393521273929,0.0036244180044873175
2020-06-24,-0.009402148180563619,-0.07457118950170949,-0.009019446132845665,0.0040385725265184025,0.0033900301311586833
2020-06-25,-0.003632017544426769,0.00833082150299469,-0.019113627807378353,-0.005758568148309551,-0.012780552188051408
2020-06-26,0.0269258440279605,-0.005413020222643894,0.0680941224790581,0.013824961588070783,0.050964857795918084
2020-06-29,0.018552793517150334,-0.01718713450712006,-0.021986090516055934,-0.010622054892390653,-0.008117757880917176
2020-06-30,-0.009479139794755786,0.02433703486944294,0.005739700255241509,-0.011055311795771239,-0.009278208187614378
2020-07-01,0.017591568406985614,0.035851331133538666,-0.005503154394747356,0.01965837971575457,0.004754471781466929
2020-07-02,0.0044257244692536,-0.0032961806311114783,0.033747683638395864,0.01309287630773781,0.031117973677772248
2020-07-03,-0.014182229900083998,-0.00509851778483883,0.008062578067888015,0.01565021317441717,0.019701920915133453
2020-07-06,0.027049629290557098,0.0023545928133876792,0.0017042921896630592,0.03574032807943395,0.028891057754871108
2020-07-07,0.0019493550435079054,0.03924275186779691,0.03946345301628873,-0.015309487687414691,0.002960236569708119
2020-07-08,0.004705064744691567,-0.018880371662406747,-0.02449165795583863,-0.01395699416420626,-0.022467604765596838
2020-07-09,0.013149064493254148,0.0037944427211935583,0.009035782376324297,0.014599408286214643,-0.00655732496044259
2020-07-10,-0.01764531209077569,-0.027001361853690176,0.00019186267229009957,0.029491642803421314,0.008165540578566999
2020-07-13,-0.022486426527774328,-0.01873186577300645,0.01944108173775083,0.030324016763076722,-0.0010575342820108302
2020-07-14,-0.01981032208260547,-0.022765957032318873,-0.017313988261034363,-0.009302277892038746,-0.02164407830545023
2020-07-15,-0.00538324388781275,0.0007235444817657033,0.060900288171518824,-0.03808034131908433,0.028522653270768528
2020-07-16,0.008925790589816796,-0.0033256265385140926,0.09633554827968016,-0.00032544773072595845,0.002624704094884356
2020-07-17,0.03378654598441755,0.02654860824808769,-0.00861699539503169,0.03705121608782713,-0.015214425619157312
2020-07-20,0.031498998074868334,0.026003519468943193,0.034490376342558804,0.004289252219537021,0.0032490669597564636
2020-07-21,0.004854064937090952,0.043526077270606756,0.002622306443937239,0.02690248844047538,0.0077673360267696
2020-07-22,-0.01071543208511494,0.006071897308169705,-0.02012269156064017,0.0164591613184617,-0.015325443143018203
2020-07-23,0.0035957094888008356,0.02925737818312757,-0.010840028037878535,0.026846302471543737,-0.009014045964175654
2020-07-24,-0.009996592658703785,-0.02664115144502177,0.016410652286741545,0.04293421262418562,-0.0063561609694932075
2020-07-27,-0.035385568274023504,-0.061026700801292244,0.027740161456909718,0.004682776279054224,0.022898163242130787
2020-07-28,0.006623598551737109,-0.017852159811849178,0.015182626230651586,0.009971244217889419,0.04665090234148894
2020-07-29,-0.020291851699119512,-0.0029822661167402398,-0.009035544274082152,-0.037218158023011316,-0.01459020107313036
2020-07-30,-0.013103416767521692,-0.0173761934509995,0.007650765204893828,0.005818796714526231,0.001515749662489796
2020-07-31,-0.01698942452211749,0.005362905652454675,0.004732363782550264,-0.019797492837011044,0.0008338189859098399
2020-08-03,-0.02982194605353361,-0.010236395855459324,-0.009420359328849548,-0.028107043260949593,-0.011944808627491477
2020-08-04,0.03957094483445012,0.022578256371223793,-0.007367579067977026,0.07048280598489676,-0.001974039161508956
2020-08-05,-0.01353622358472828,0.0034189092460950032,-0.005421820578287884,-0.011229438689663307,0.004356370938436882
2020-08-06,0.012797306504973127,0.018597242933931613,0.02768072074579564,0.003597531571858603,0.02150901822576623
2020-08-07,0.003026924575351808,-0.002229801522528163,-0.020549007623528848,0.0057870041793088856,-0.005523751180575465
2020-08-10,0.006514323477773587,0.01564454222866507,0.00047331292281671544,-0.012392586346399503,-0.005467795501360007
2020-08-11,0.015228690571522652,0.010452489927069708,-0.0030483268929138996,0.006580666460975104,-0.0012705504422748648
2020-08-12,-0.0027657603635544703,-0.0013611276468217248,0.006853286223208688,-0.0029055781334186292,-0.009890681473169183
2020-08-13,-0.004371501083670348,0.0032710222542007283,-0.003926928684714781,-0.002608571681053884,-0.0012846353690514345
2020-08-14,-0.02322831109769541,-0.01806816924083543,0.002522990894926691,-0.003887732759315754,-0.005456102009173458
2020-08-17,-0.0016433797175179343,-0.0033202635625441124,0.004089836684835424,-0.010620644482837838,0.005017712893351289
2020-08-18,0.022996799128950363,0.025957609085597744,0.01049625285102218,0.013005916885497015,0.007255519804020505
2020-08-19,0.00955994477201183,0.013259455985602964,-0.008526694968717607,0.006136258360039948,-0.0057931449473498375
2020-08-20,-0.0071255643697102355,-0.0178928916687342,-0.004326223098986781,-0.016185452139633294,-0.001662019837289419
2020-08-21,0.02516525771666478,0.009245413287522153,-0.006648192183451251,-0.007248186905590814,-0.0018863059460582088
2020-08-24,0.02892298495099621,0.024787856730804414,-0.0014754377130686835,0.006676733894514175,-0.00022253946345418552
2020-08-25,0.002372093849221546,0.015774937290952584,-0.009816476444557853,-0.006513195012732509,-0.0024242282738936582
2020-08-26,-0.0011163500192266085,0.007764976626133402,0.013537974747819037,0.026511682370147227,0.004837799209134408
2020-08-27,-0.005677577966931802,0.00731993727927871,-0.0039439261954896665,-0.012492365115799764,-0.0022632387852888902
2020-08-28,0.0021582000051683092,0.04462004427970756,-0.012459847534698754,0.002629582535398134,-0.00438067096924033
2020-08-31,0.001211351724536014,-0.036856164639532896,-0.007110376140382124,-0.016752130535147347,0.008353781062816923
2020-09-01,0.010261411526977238,-0.009250006228933683,-0.01556089072553446,0.003147971557864837,-0.004828802320740344
2020-09-02,0.006076195013971386,0.0037089822483833412,0.010775143987682423,0.019619093404946053,0.008368854967128136
2020-09-03,-0.0028655296560119448,-0.024592300722577787,0.012499798395099848,-0.0075650463724479255,0.015164680345709725
2020-09-04,-0.010257196189467854,-0.026649336850670835,-0.017529844486592783,-0.016500179358684086,-0.004653011432387721
2020-09-07,-0.007862115724254215,0.002281678736641757,0.006418916993028212,0.002599558227662113,0.01671192957096812
2020-09-08,0.0017558418038521317,0.006159623090368882,0.015404703484229954,0.011739927703634967,0.009088182084540541
2020-09-09,-0.014337597661395973,-0.021559796384006735,-0.012296412124106482,0.025746246963573194,-0.00875111735145706
2020-09-10,-0.0054263956947873115,0.008433099083420492,0.01325786414842578,0.07062716217196918,0.0015035356626220686
2020-09-11,-0.0109118876412434,-0.0005393957382501258,0.006010323867194467,0.002484814733359819,0.018424348217674247
2020-09-14,-0.019190737339466635,-0.018353662720907327,0.03457748218986745,-0.007414499521856244,0.049408221377422956
2020-09-15,0.011862623118638282,0.02158362197500896,0.004139529073796444,0.007079192392852152,0.0
2020-09-16,0.021625414396535758,0.008478197115870723,0.019644630552613007,0.0024579116226763897,0.004655919380366136
2020-09-17,-0.009189567917297192,-0.01521234569448715,0.009234024004046937,-0.011098784093197755,-0.016799531215088814
2020-09-18,-0.024270834091212556,0.001490469143512696,-0.008753764882847404,0.003023315220318956,-0.004490345805990836
2020-09-21,-0.007566484179940214,-0.051007820837123186,0.007733356891001852,-0.021620321154556033,0.006286104098634837
2020-09-22,-0.013246853295198813,0.01055022183080867,-0.0023763431658657685,-0.019815193871953185,0.023384369279747075
2020-09-23,0.01144489944194893,-0.007195150988263066,0.012158640212087235,0.008886757657378563,-0.021997907320485455
